Id,Sku,Product name,Manage stock,Stock status,Backorders,Stock,Type,Parent ID,,,
9960,iP12PR-PCBL-512-A+-R,512 GB Pacific Blue Premium,TRUE,outofstock,no,,product-variant,8912,,,
9961,iP12PR-SL-512-C -R,512 GB Silver Bueno,TRUE,outofstock,no,,product-variant,8912,,,
9962,iP12PR-SL-512-B -R,512 GB Silver Muy bueno,TRUE,outofstock,no,,product-variant,8912,,,
9963,iP12PR-SL-512-A -R,512 GB Silver Excelente,TRUE,outofstock,no,,product-variant,8912,,,
9964,iP12PR-SL-512-A+-R,512 GB Silver Premium,TRUE,outofstock,no,,product-variant,8912,,,
36,iP13-EC,iPhone 13,,instock,no,,variable,,,,
7928,iP13-BL-128-C -R,128 GB Blue Bueno,TRUE,outofstock,no,,product-variant,36,,,
7929,iP13-BL-128-A -R,128 GB Blue Excelente,TRUE,outofstock,no,,product-variant,36,,,
7930,iP13-BL-128-B -R,128 GB Blue Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7931,iP13-BL-128-A+ -R,128 GB Blue Premium,TRUE,outofstock,no,,product-variant,36,,,
7932,iP13-GR-128-C -R,128 GB Green Bueno,TRUE,outofstock,no,,product-variant,36,,,
7933,iP13-GR-128-A -R,128 GB Green Excelente,TRUE,outofstock,no,,product-variant,36,,,
7934,iP13-GR-128-B -R,128 GB Green Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7935,iP13-GR-128-A+ -R,128 GB Green Premium,TRUE,outofstock,no,,product-variant,36,,,
7936,iP13-MD-128-C -R,128 GB Midnight Bueno,TRUE,outofstock,no,,product-variant,36,,,
7937,iP13-MD-128-A -R,128 GB Midnight Excelente,TRUE,outofstock,no,,product-variant,36,,,
7938,iP13-MD-128-B -R,128 GB Midnight Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7939,iP13-MD-128-A+ -R,128 GB Midnight Premium,TRUE,outofstock,no,,product-variant,36,,,
7940,iP13-PK-128-C -R,128 GB Pink Bueno,TRUE,outofstock,no,,product-variant,36,,,
7941,iP13-PK-128-A -R,128 GB Pink Excelente,TRUE,outofstock,no,,product-variant,36,,,
7942,iP13-PK-128-B -R,128 GB Pink Muy bueno,TRUE,instock,yes,2,product-variant,36,,,
7943,iP13-PK-128-A+ -R,128 GB Pink Premium,TRUE,outofstock,no,,product-variant,36,,,
7944,iP13-RD-128-C -R,128 GB Red Bueno,TRUE,outofstock,no,,product-variant,36,,,
7945,iP13-RD-128-A -R,128 GB Red Excelente,TRUE,onbackorder,yes,,product-variant,36,,,
7946,iP13-RD-128-B -R,128 GB Red Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7947,iP13-RD-128-A+ -R,128 GB Red Premium,TRUE,outofstock,no,,product-variant,36,,,
7948,iP13-STR-128-C -R,128 GB Starlight Bueno,TRUE,outofstock,no,,product-variant,36,,,
7949,iP13-STR-128-A -R,128 GB Starlight Excelente,TRUE,outofstock,no,,product-variant,36,,,
7950,iP13-STR-128-B -R,128 GB Starlight Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7951,iP13-STR-128-A+ -R,128 GB Starlight Premium,TRUE,outofstock,no,,product-variant,36,,,
7952,iP13-BL-256-C -R,256 GB Blue Bueno,TRUE,outofstock,no,,product-variant,36,,,
7953,iP13-BL-256-A -R,256 GB Blue Excelente,TRUE,outofstock,no,,product-variant,36,,,
7954,iP13-BL-256-B -R,256 GB Blue Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7955,iP13-BL-256-A+ -R,256 GB Blue Premium,TRUE,outofstock,no,,product-variant,36,,,
7956,iP13-GR-256-C -R,256 GB Green Bueno,TRUE,outofstock,no,,product-variant,36,,,
7957,iP13-GR-256-A -R,256 GB Green Excelente,TRUE,outofstock,no,,product-variant,36,,,
7958,iP13-GR-256-B -R,256 GB Green Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7959,iP13-GR-256-A+ -R,256 GB Green Premium,TRUE,outofstock,no,,product-variant,36,,,
7960,iP13-MD-256-C -R,256 GB Midnight Bueno,TRUE,outofstock,no,,product-variant,36,,,
7961,iP13-MD-256-A -R,256 GB Midnight Excelente,TRUE,outofstock,no,,product-variant,36,,,
7962,iP13-MD-256-B -R,256 GB Midnight Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7963,iP13-MD-256-A+ -R,256 GB Midnight Premium,TRUE,outofstock,no,,product-variant,36,,,
7964,iP13-PK-256-C -R,256 GB Pink Bueno,TRUE,outofstock,no,,product-variant,36,,,
7965,iP13-PK-256-A -R,256 GB Pink Excelente,TRUE,outofstock,no,,product-variant,36,,,
7966,iP13-PK-256-B -R,256 GB Pink Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7967,iP13-PK-256-A+ -R,256 GB Pink Premium,TRUE,outofstock,no,,product-variant,36,,,
7968,iP13-RD-256-C -R,256 GB Red Bueno,TRUE,outofstock,no,,product-variant,36,,,
7969,iP13-RD-256-A -R,256 GB Red Excelente,TRUE,outofstock,no,,product-variant,36,,,
7970,iP13-RD-256-B -R,256 GB Red Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7971,iP13-RD-256-A+ -R,256 GB Red Premium,TRUE,outofstock,no,,product-variant,36,,,
7972,iP13-STR-256-C -R,256 GB Starlight Bueno,TRUE,outofstock,no,,product-variant,36,,,
7973,iP13-STR-256-A -R,256 GB Starlight Excelente,TRUE,outofstock,no,,product-variant,36,,,
7974,iP13-STR-256-B -R,256 GB Starlight Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7975,iP13-STR-256-A+ -R,256 GB Starlight Premium,TRUE,outofstock,no,,product-variant,36,,,
7976,iP13-BL-512-C -R,512 GB Blue Bueno,TRUE,outofstock,no,,product-variant,36,,,
7977,iP13-BL-512-A -R,512 GB Blue Excelente,TRUE,outofstock,no,,product-variant,36,,,
7978,iP13-BL-512-B -R,512 GB Blue Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7979,iP13-BL-512-A+ -R,512 GB Blue Premium,TRUE,outofstock,no,,product-variant,36,,,
7980,iP13-GR-512-C -R,512 GB Green Bueno,TRUE,outofstock,no,,product-variant,36,,,
7981,iP13-GR-512-A -R,512 GB Green Excelente,TRUE,outofstock,no,,product-variant,36,,,
7982,iP13-GR-512-B -R,512 GB Green Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7983,iP13-GR-512-A+ -R,512 GB Green Premium,TRUE,outofstock,no,,product-variant,36,,,
7984,iP13-MD-512-C -R,512 GB Midnight Bueno,TRUE,outofstock,no,,product-variant,36,,,
7985,iP13-MD-512-A -R,512 GB Midnight Excelente,TRUE,instock,yes,2,product-variant,36,,,
7986,iP13-MD-512-B -R,512 GB Midnight Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7987,iP13-MD-512-A+ -R,512 GB Midnight Premium,TRUE,outofstock,no,,product-variant,36,,,
7988,iP13-PK-512-C -R,512 GB Pink Bueno,TRUE,outofstock,no,,product-variant,36,,,
7989,iP13-PK-512-A -R,512 GB Pink Excelente,TRUE,instock,yes,9,product-variant,36,,,
7990,iP13-PK-512-B -R,512 GB Pink Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7991,iP13-PK-512-A+ -R,512 GB Pink Premium,TRUE,outofstock,no,,product-variant,36,,,
7992,iP13-RD-512-C -R,512 GB Red Bueno,TRUE,outofstock,no,,product-variant,36,,,
7993,iP13-RD-512-A -R,512 GB Red Excelente,TRUE,outofstock,no,,product-variant,36,,,
7994,iP13-RD-512-B -R,512 GB Red Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7995,iP13-RD-512-A+ -R,512 GB Red Premium,TRUE,outofstock,no,,product-variant,36,,,
7996,iP13-STR-512-C -R,512 GB Starlight Bueno,TRUE,outofstock,no,,product-variant,36,,,
7997,iP13-STR-512-A -R,512 GB Starlight Excelente,TRUE,instock,yes,2,product-variant,36,,,
7998,iP13-STR-512-B -R,512 GB Starlight Muy bueno,TRUE,outofstock,no,,product-variant,36,,,
7999,iP13-STR-512-A+ -R,512 GB Starlight Premium,TRUE,outofstock,no,,product-variant,36,,,
8311,iP12-EC,iPhone 12,,instock,no,,variable,,,,
8384,iP12-MV-128-C -R,128 GB Malva Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8385,iP12-MV-128-B -R,128 GB Malva Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8386,iP12-MV-128-A -R,128 GB Malva Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8387,iP12-MV-128-A+ -R,128 GB Malva Premium,TRUE,outofstock,no,,product-variant,8311,,,
8388,iP12-BK-128-C -R,128 GB Black Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8389,iP12-BK-128-B -R,128 GB Black Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8390,iP12-BK-128-A -R,128 GB Black Excelente,TRUE,instock,yes,9,product-variant,8311,,,
8391,iP12-BK-128-A+ -R,128 GB Black Premium,TRUE,outofstock,no,,product-variant,8311,,,
8392,iP12-BL-128-C -R,128 GB Blue Bueno,TRUE,instock,yes,1,product-variant,8311,,,
8393,iP12-BL-128-B -R,128 GB Blue Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8394,iP12-BL-128-A -R,128 GB Blue Excelente,TRUE,instock,yes,6,product-variant,8311,,,
8395,iP12-BL-128-A+ -R,128 GB Blue Premium,TRUE,outofstock,no,,product-variant,8311,,,
8396,iP12-GR-128-C -R,128 GB Green Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8397,iP12-GR-128-B -R,128 GB Green Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8398,iP12-GR-128-A -R,128 GB Green Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8399,iP12-GR-128-A+ -R,128 GB Green Premium,TRUE,outofstock,no,,product-variant,8311,,,
8400,iP12-RD-128-C -R,128 GB Red Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8401,iP12-RD-128-B -R,128 GB Red Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8402,iP12-RD-128-A -R,128 GB Red Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8403,iP12-RD-128-A+ -R,128 GB Red Premium,TRUE,outofstock,no,,product-variant,8311,,,
8404,iP12-WT-128-C -R,128 GB White Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8405,iP12-WT-128-B -R,128 GB White Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8406,iP12-WT-128-A -R,128 GB White Excelente,TRUE,instock,yes,6,product-variant,8311,,,
8407,iP12-WT-128-A+ -R,128 GB White Premium,TRUE,outofstock,no,,product-variant,8311,,,
8408,iP12-MV-256-C -R,256 GB Malva Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8409,iP12-MV-256-B -R,256 GB Malva Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8410,iP12-MV-256-A -R,256 GB Malva Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8411,iP12-MV-256-A+ -R,256 GB Malva Premium,TRUE,outofstock,no,,product-variant,8311,,,
8412,iP12-BK-256-C -R,256 GB Black Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8413,iP12-BK-256-B -R,256 GB Black Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8414,iP12-BK-256-A -R,256 GB Black Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8415,iP12-BK-256-A+ -R,256 GB Black Premium,TRUE,outofstock,no,,product-variant,8311,,,
8416,iP12-BL-256-C -R,256 GB Blue Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8417,iP12-BL-256-B -R,256 GB Blue Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8418,iP12-BL-256-A -R,256 GB Blue Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8419,iP12-BL-256-A+ -R,256 GB Blue Premium,TRUE,outofstock,no,,product-variant,8311,,,
8420,iP12-GR-256-C -R,256 GB Green Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8421,iP12-GR-256-B -R,256 GB Green Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8422,iP12-GR-256-A -R,256 GB Green Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8423,iP12-GR-256-A+ -R,256 GB Green Premium,TRUE,outofstock,no,,product-variant,8311,,,
8424,iP12-RD-256-C -R,256 GB Red Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8425,iP12-RD-256-B -R,256 GB Red Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8426,iP12-RD-256-A -R,256 GB Red Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8427,iP12-RD-256-A+ -R,256 GB Red Premium,TRUE,outofstock,no,,product-variant,8311,,,
8428,iP12-WT-256-C -R,256 GB White Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8429,iP12-WT-256-B -R,256 GB White Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8430,iP12-WT-256-A -R,256 GB White Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8431,iP12-WT-256-A+ -R,256 GB White Premium,TRUE,outofstock,no,,product-variant,8311,,,
8432,iP12-MV-64-C -R,64 GB Malva Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8433,iP12-MV-64-B -R,64 GB Malva Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8434,iP12-MV-64-A -R,64 GB Malva Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8435,iP12-MV-64-A+ -R,64 GB Malva Premium,TRUE,outofstock,no,,product-variant,8311,,,
8436,iP12-BK-64-C -R,64 GB Black Bueno,TRUE,instock,yes,1,product-variant,8311,,,
8437,iP12-BK-64-B -R,64 GB Black Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8438,iP12-BK-64-A -R,64 GB Black Excelente,TRUE,instock,yes,1,product-variant,8311,,,
8439,iP12-BK-64-A+ -R,64 GB Black Premium,TRUE,outofstock,no,,product-variant,8311,,,
8440,iP12-BL-64-C -R,64 GB Blue Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8441,iP12-BL-64-B -R,64 GB Blue Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8442,iP12-BL-64-A -R,64 GB Blue Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8443,iP12-BL-64-A+ -R,64 GB Blue Premium,TRUE,outofstock,no,,product-variant,8311,,,
8444,iP12-GR-64-C -R,64 GB Green Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8445,iP12-GR-64-B -R,64 GB Green Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8446,iP12-GR-64-A -R,64 GB Green Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8447,iP12-GR-64-A+ -R,64 GB Green Premium,TRUE,outofstock,no,,product-variant,8311,,,
8448,iP12-RD-64-C -R,64 GB Red Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8449,iP12-RD-64-B -R,64 GB Red Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8450,iP12-RD-64-A -R,64 GB Red Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8451,iP12-RD-64-A+ -R,64 GB Red Premium,TRUE,outofstock,no,,product-variant,8311,,,
8452,iP12-WT-64-C -R,64 GB White Bueno,TRUE,outofstock,no,,product-variant,8311,,,
8453,iP12-WT-64-B -R,64 GB White Muy bueno,TRUE,outofstock,no,,product-variant,8311,,,
8454,iP12-WT-64-A -R,64 GB White Excelente,TRUE,outofstock,no,,product-variant,8311,,,
8455,iP12-WT-64-A+ -R,64 GB White Premium,TRUE,outofstock,no,,product-variant,8311,,,
8456,iP11-EC,iPhone 11,,instock,no,,variable,,,,
8529,iP11-MV-128-C -R,128 GB Malva Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8530,iP11-MV-128-B -R,128 GB Malva Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8531,iP11-MV-128-A -R,128 GB Malva Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8532,iP11-MV-128-A+ -R,128 GB Malva Premium,TRUE,outofstock,no,,product-variant,8456,,,
8533,iP11-BK-128-C -R,128 GB Black Bueno,TRUE,instock,yes,1,product-variant,8456,,,
8534,iP11-BK-128-B -R,128 GB Black Muy bueno,TRUE,instock,yes,1,product-variant,8456,,,
8535,iP11-BK-128-A -R,128 GB Black Excelente,TRUE,instock,yes,1,product-variant,8456,,,
8536,iP11-BK-128-A+ -R,128 GB Black Premium,TRUE,instock,yes,1,product-variant,8456,,,
8537,iP11-GR-128-C -R,128 GB Green Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8538,iP11-GR-128-B -R,128 GB Green Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8539,iP11-GR-128-A -R,128 GB Green Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8540,iP11-GR-128-A+ -R,128 GB Green Premium,TRUE,outofstock,no,,product-variant,8456,,,
8541,iP11-RD-128-C -R,128 GB Red Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8542,iP11-RD-128-B -R,128 GB Red Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8543,iP11-RD-128-A -R,128 GB Red Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8544,iP11-RD-128-A+ -R,128 GB Red Premium,TRUE,outofstock,no,,product-variant,8456,,,
8545,iP11-WT-128-C -R,128 GB White Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8546,iP11-WT-128-B -R,128 GB White Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8547,iP11-WT-128-A -R,128 GB White Excelente,TRUE,instock,yes,1,product-variant,8456,,,
8548,iP11-WT-128-A+ -R,128 GB White Premium,TRUE,outofstock,no,,product-variant,8456,,,
8549,iP11-YW-128-C -R,128 GB Yellow Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8550,iP11-YW-128-B -R,128 GB Yellow Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8551,iP11-YW-128-A -R,128 GB Yellow Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8552,iP11-YW-128-A+ -R,128 GB Yellow Premium,TRUE,outofstock,no,,product-variant,8456,,,
8553,iP11-MV-256-C -R,256 GB Malva Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8554,iP11-MV-256-B -R,256 GB Malva Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8555,iP11-MV-256-A -R,256 GB Malva Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8556,iP11-MV-256-A+ -R,256 GB Malva Premium,TRUE,outofstock,no,,product-variant,8456,,,
8557,iP11-BK-256-C -R,256 GB Black Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8558,iP11-BK-256-B -R,256 GB Black Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8559,iP11-BK-256-A -R,256 GB Black Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8560,iP11-BK-256-A+ -R,256 GB Black Premium,TRUE,outofstock,no,,product-variant,8456,,,
8561,iP11-GR-256-C -R,256 GB Green Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8562,iP11-GR-256-B -R,256 GB Green Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8563,iP11-GR-256-A -R,256 GB Green Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8564,iP11-GR-256-A+ -R,256 GB Green Premium,TRUE,outofstock,no,,product-variant,8456,,,
8565,iP11-RD-256-C -R,256 GB Red Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8566,iP11-RD-256-B -R,256 GB Red Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8567,iP11-RD-256-A -R,256 GB Red Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8568,iP11-RD-256-A+ -R,256 GB Red Premium,TRUE,outofstock,no,,product-variant,8456,,,
8569,iP11-WT-256-C -R,256 GB White Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8570,iP11-WT-256-B -R,256 GB White Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8571,iP11-WT-256-A -R,256 GB White Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8572,iP11-WT-256-A+ -R,256 GB White Premium,TRUE,outofstock,no,,product-variant,8456,,,
8573,iP11-YW-256-C -R,256 GB Yellow Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8574,iP11-YW-256-B -R,256 GB Yellow Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8575,iP11-YW-256-A -R,256 GB Yellow Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8576,iP11-YW-256-A+ -R,256 GB Yellow Premium,TRUE,outofstock,no,,product-variant,8456,,,
8577,iP11-MV-64-C -R,64 GB Malva Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8578,iP11-MV-64-B -R,64 GB Malva Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8579,iP11-MV-64-A -R,64 GB Malva Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8580,iP11-MV-64-A+ -R,64 GB Malva Premium,TRUE,outofstock,no,,product-variant,8456,,,
8581,iP11-BK-64-C -R,64 GB Black Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8582,iP11-BK-64-B -R,64 GB Black Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8583,iP11-BK-64-A -R,64 GB Black Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8584,iP11-BK-64-A+ -R,64 GB Black Premium,TRUE,outofstock,no,,product-variant,8456,,,
8585,iP11-GR-64-C -R,64 GB Green Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8586,iP11-GR-64-B -R,64 GB Green Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8587,iP11-GR-64-A -R,64 GB Green Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8588,iP11-GR-64-A+ -R,64 GB Green Premium,TRUE,outofstock,no,,product-variant,8456,,,
8589,iP11-RD-64-C -R,64 GB Red Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8590,iP11-iP11-RD-64-B -REC,64 GB Red Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8591,iP11-RD-64-A -R,64 GB Red Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8592,iP11-RD-64-A+ -R,64 GB Red Premium,TRUE,outofstock,no,,product-variant,8456,,,
8593,iP11-WT-64-C -R,64 GB White Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8594,iP11-WT-64-B -R,64 GB White Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8595,iP11-WT-64-A -R,64 GB White Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8596,iP11-WT-64-A+ -R,64 GB White Premium,TRUE,outofstock,no,,product-variant,8456,,,
8597,iP11-YW-64-C -R,64 GB Yellow Bueno,TRUE,outofstock,no,,product-variant,8456,,,
8598,iP11-YW-64-B -R,64 GB Yellow Muy bueno,TRUE,outofstock,no,,product-variant,8456,,,
8599,iP11-YW-64-A -R,64 GB Yellow Excelente,TRUE,outofstock,no,,product-variant,8456,,,
8600,iP11-YW-64-A+ -R,64 GB Yellow Premium,TRUE,outofstock,no,,product-variant,8456,,,
8601,iPX-EC,iPhone X,,instock,no,,variable,,,,
8674,iPX-SL-64-C -R,64 GB Silver Bueno,TRUE,outofstock,no,,product-variant,8601,,,
8675,iPX-SL-64-B -R,64 GB Silver Muy bueno,TRUE,outofstock,no,,product-variant,8601,,,
8676,iPX-SL-64-A -R,64 GB Silver Excelente,TRUE,outofstock,no,,product-variant,8601,,,
8677,iPX-SL-64-A+ -R,64 GB Silver Premium,TRUE,outofstock,no,,product-variant,8601,,,
8678,iPX-SG-64-C -R,64 GB Space gray Bueno,TRUE,outofstock,no,,product-variant,8601,,,
8679,iPX-SG-64-B -R,64 GB Space gray Muy bueno,TRUE,instock,yes,2,product-variant,8601,,,
8680,iPX-SG-64-A -R,64 GB Space gray Excelente,TRUE,instock,yes,1,product-variant,8601,,,
8681,iPX-SG-64-A+ -R,64 GB Space gray Premium,TRUE,outofstock,no,,product-variant,8601,,,
8682,iPX-SL-256-C -R,256 GB Silver Bueno,TRUE,outofstock,no,,product-variant,8601,,,
8683,iPX-SL-256-B -R,256 GB Silver Muy bueno,TRUE,outofstock,no,,product-variant,8601,,,
8684,iPX-SL-256-A -R,256 GB Silver Excelente,TRUE,outofstock,no,,product-variant,8601,,,
8685,iPX-SL-256-A+ -R,256 GB Silver Premium,TRUE,outofstock,no,,product-variant,8601,,,
8686,iPX-SG-256-C -R,256 GB Space gray Bueno,TRUE,outofstock,no,,product-variant,8601,,,
8687,iPX-SG-256-B -R,256 GB Space gray Muy bueno,TRUE,outofstock,no,,product-variant,8601,,,
8688,iPX-SG-256-A -R,256 GB Space gray Excelente,TRUE,outofstock,no,,product-variant,8601,,,
8689,iPX-SG-256-A+ -R,256 GB Space gray Premium,TRUE,outofstock,no,,product-variant,8601,,,
8791,iP11P-EC,iPhone 11 Pro,,outofstock,no,,variable,,,,
8864,iP11PR-GD-64-C -R,64 GB Gold Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8865,iP11PR-GD-64-B -R,64 GB Gold Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8866,iP11PR-GD-64-A -R,64 GB Gold Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8867,iP11PR-GD-64-A+-R,64 GB Gold Premium,TRUE,outofstock,no,,product-variant,8791,,,
8868,iP11PR-MDGR-64-C -R,64 GB Midnight Green Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8869,iP11PR-MDGR-64-B -R,64 GB Midnight Green Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8870,iP11PR-MDGR-64-A -R,64 GB Midnight Green Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8871,iP11PR-MDGR-64-A+-R,64 GB Midnight Green Premium,TRUE,outofstock,no,,product-variant,8791,,,
8872,iP11PR-SL-64-C -R,64 GB Silver Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8873,iP11PR-SL-64-B -R,64 GB Silver Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8874,iP11PR-SL-64-A -R,64 GB Silver Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8875,iP11PR-SL-64-A+-R,64 GB Silver Premium,TRUE,outofstock,no,,product-variant,8791,,,iP11PR-MDGR-256-A -R
8876,iP11PR-SG-64-C -R,64 GB Space gray Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8877,iP11PR-SG-64-B -R,64 GB Space gray Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8878,iP11PR-SG-64-A -R,64 GB Space gray Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8879,iP11PR-SG-64-A+-R,64 GB Space gray Premium,TRUE,outofstock,no,,product-variant,8791,,,
8880,iP11PR-GD-256-C -R,256 GB Gold Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8881,iP11PR-GD-256-B -R,256 GB Gold Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8882,iP11PR-GD-256-A -R,256 GB Gold Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8883,iP11PR-GD-256-A+-R,256 GB Gold Premium,TRUE,outofstock,no,,product-variant,8791,,,
8884,iP11PR-MDGR-256-C -R,256 GB Midnight Green Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8885,iP11PR-MDGR-256-B -R,256 GB Midnight Green Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8886,iP11PR-MDGR-256-A -R,256 GB Midnight Green Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8887,iP11PR-MDGR-256-A+-R,256 GB Midnight Green Premium,TRUE,outofstock,no,,product-variant,8791,,,
8888,iP11PR-SL-256-C -R,256 GB Silver Bueno,TRUE,outofstock,no,,product-variant,8791,,,
